"id","class","language","source","topic","year","title","text","url",
11,"false","pt","webpage","political",2017,"Mais um ministro de Temer na cadeia.","Mais um ministro de Temer na cadeia. No dia em que começa a ser julgado por crime eleitoral no TSE Michel Temer acorda com a notícia da prisão de seu ex-ministro e pessoa da mais estrita confiança e proximidade. Pouco a pouco a Polícia Federal está encarcerando as pessoas mais próximas ao presidente. O ex-ministro do Turismo Henrique Eduardo Alves foi preso na manhã desta terça-feira (6) em um desdobramento da operação Lava Jato. O ex-deputado Eduardo Cunha, que está preso em Pinhais, na região metropolitana de Curitiba, é alvo de um novo mandado de prisão preventiva. Ambos são do PMDB e foram presidentes da Câmara dos Deputados. Henrique Alves admitiu à Justiça Federal em Brasília que abriu uma conta bancária na Suíça, mas afirmou que não tinha conhecimento da movimentação de US$ 832,9 mil (ou R$ 2,3 milh?es). A defesa de Alves alegou que ele usou um escritório de advocacia no Uruguai para abrir a conta bancária em 2008.Homem próximo do presidente Michel Temer, também do PMDB, Alves foi ministro do Turismo, pedindo demissão do posto em meio à citação de seu nome em delaç?es da Lava Jato.Os investigados responderão, na medida de suas participaç?es, pelos crimes de corrupção ativa e passiva, além de lavagem de dinheiro.","https://afolhabrasil.com.br/politica/mais-um-ministro-de-temer-na-cadeia/",
12,"false","pt","webpage","political",2017,"Caiu a máscara do Prof. Villa da Jovem Pan.","Caiu a máscara do Prof. Villa da Jovem Pan. Vídeo mostra que o Professor Marco Antonio Villa, comentarista da Jovem Pan, é um verdadeiro farsante. O debate com Bolsonaro foi uma farsa que precisa ser revelada. O estúdio do Jornal da Manhã recebeu, nesta terça-feira (23), o deputado Jair Bolsonaro (PSC-RJ) para um debate com o jornalista Marco Antonio Villa sobre a situação do País. Ao invés de debater o professor desfilou argumentos farsantes que caíram por terra após a divulgação deste vídeo.","https://afolhabrasil.com.br/politica/caiu-mascara-do-prof-villa-da-jovem-pan/",
13,"false","pt","webpage","political",2017,"URGENTE: Janot pede prisão de Aécio Neves","URGENTE: Janot pede prisão de Aécio Neves. O procurador-geral da República, Rodrigo Janot, pediu nesta segunda-feira (22) ao Supremo Tribunal Federal (STF) a prisão do senador afastado Aécio Neves (PSDB-MG).O advogado Alberto Toron, que faz a defesa de Aécio Neves, informou que aguarda ser intimado sobre o pedido da PGR para apresentar suas contrarraz?es, oportunidade em que demonstrará a impropriedade do pedido. Também afirmou que ingressará no STF com um pedido para revogar o afastamento do senador do mandato por falta de base legal e constitucional. O órgão entende que Aécio foi pego em flagrante por crime inafiançável na tentativa de obstruir as investigaç?es da Operação Lava Jato, com base nas gravaç?es realizadas pelos donos da JBS, entregues na delação premiada da empresa. Janot argumentou que as gravaç?es e interceptaç?es telefônicas demonstrariam que Aécio vem adotando, constante e reiteradamente, estratégias de obstrução de investigaç?es da Operação Lava Jato.","https://afolhabrasil.com.br/politica/urgente-janot-pede-prisao-de-aecio-neves/",
14,"false","pt","webpage","political",2017,"Delação da Friboi coloca em risco o casamento de Temer.","Delação da Friboi coloca em risco o casamento de Temer. Além de estar correndo sério risco de sofrer impeachment e ser preso, a delação da Friboi coloca em risco até mesmo o casamento do presidente Temer. Isso é o que afirma Joesley Batista.Perícias iniciais dão conta que a gravação da conversa entre o presidente Temer e o dono da Friboi foi editada em pelo menos 50 trechos antes de ser entregue a Polícia Federal. Michel Temer tentou usar este fato como instrumento de sua defesa, no enanto, Joesley Batista volta a surpreender o Brasil e diz que os trechos editados poderiam colocar em risco seu casamento e também do presidente Michel Temer. Em pelo menos um dos trechos editados, a conversa entre Joesley Batista e Michel Temer girou sobre mulheres. O dono da JBS retirou essa parte para se proteger e, não evidentemente, proteger a relação do presidente com Marcela Temer. Dos 50 minutos de gravação, 38 são conhecidos.","https://afolhabrasil.com.br/politica/delacao-da-friboi-coloca-em-risco-o-casamento-de-temer/",
15,"false","pt","webpage","political",2017,"Temer oferece feijoada para aliados depois de ser denunciado.","Temer oferece feijoada para aliados depois de ser denunciado. Em evidente deboche aos brasileiros o presidente Michel Temer convidou seus aliados para uma feijoada no Palácio da Alvorada neste sábado (20/05). Enquanto o Brasil chorava por ver tantos escândalos os denunciados comiam, bebiam e riam da cara do povo.Após fazer um novo pronunciamento, o presidente Michel Temer ofereceu, na tarde deste sábado (20), uma feijoada a políticos aliados, no Palácio da Alvorada. No cardápio além do feijão e da carne de porco havia muita conversa sobre como reverter a pressão popular e da mídia para o impeachment. Passaram por lá, entre outros, o líder do governo no Senado, Romero Jucá (PMDB-RR), os ministros Mendonça Filho (DEM, Educação) e Antonio Imbassahy (PSDB, Secretaria de Governo), o líder do governo na Câmara, Aguinaldo Ribeiro (PP-PI), e o deputado Lúcio Vieira Lima (PMDB-BA).No pronunciamento que fez mais cedo, Temer se defendeu das acusaç?es dos delatores da FRIBOI e voltou a afirmar que não deixará a Presidência. Digo com toda segurança: o Brasil não sairá dos trilhos. Eu continuarei à frente do governo.Vale lembrar que todas estas festas que ele oferece para deputados, senadores e ministros são pagas com dinheiro público. No jantar em que o presidente convidou os deputados para uma conversa sobre a aprovação da PEC do Teto dos Gastos públicos, a conta foi de R$ 53 mil. Quantos meses você precisa trabalhar para somar o valor que eles gastam em um jantar?","https://afolhabrasil.com.br/politica/temer-oferece-feijoada-para-aliados-depois-de-ser-denunciado/",
16,"false","pt","webpage","political",2017,"Dono da Friboi filmou Temer e Aécio recebendo propina","Dono da Friboi filmou Temer e Aécio recebendo propina. Os donos da JBS disseram em delação à Procuradoria-Geral da República que gravaram o presidente Michel Temer dando aval para comprar o silêncio do deputado cassado e ex-presidente da Câmara dos Deputados Eduardo Cunha (PMDB-RJ), segundo o colunista do jornal O Globo Lauro Jardim.Segundo o jornal, o empresário Joesley Batista entregou uma gravação feita em março deste ano em que Temer indica o deputado Rodrigo Rocha Lourdes (PMDB-PR) para resolver assuntos da FRIBOI. Posteriormente, Rocha foi filmado recebendo uma * mala com R$ 500 mil * enviados por Joesley. Em outra gravação, também de março, o empresário diz a Temer que estava dando a Eduardo Cunha e ao operador Lúcio Funaro uma mesada para que permanecessem calados na prisão. Diante dessa informação, * Temer diz, na gravação: tem que manter isso, viu? * Aécio Neves foi gravado pedindo R$ 2 milh?es * a Joesley. O dinheiro foi entregue a um primo do presidente do PSDB, numa cena devidamente filmada pela Polícia Federal. A PF rastreou o caminho dos reais. Descobriu que eles foram depositados numa empresa do senador Zeze Perrella (PSDB-MG).","https://afolhabrasil.com.br/politica/dono-da-friboi-filmou-temer-e-aecio-recebendo-propina/",
17,"false","pt","webpage","political",2017,"Veja o trecho que Moro disse a Lula que ele já está condenado","Veja o trecho que Moro disse a Lula que ele já está condenado. O ex-presidente Luís Inácio Lula da Silva provocou o juiz federal Sergio Moro e teve a resposta mais dura que poderia ouvir. Moro disse a ele em alto e bom som porque ele já está condenado. lavagem de dinheiro necessariamente ocorre a ocultação de patrimônio. Foram 5 horas de depoimento mas em menos de 1 minuto o recado foi dado como se pode notar neste momento da audiência. Cabe agora ao ex-presidente usar seus últimos momentos de liberdade. Lula: Dr. Moro, como um cidadão compra um apartamento que vale dez e depois declarou no Imposto de Renda cinco anos seguidos e depois aparece um apartamento que vale vinte sem nenhuma explicação?Moro: Mas, senhor ex-presidente, a questão posta pelo Ministério Público na denúncia é evidentemente que teria havido corrupção e lavagem, e lavagem de dinheiro necessariamente ocorre a ocultação de patrimônioOu seja, a tese do não está no meu nome não é meu caiu por terra. O juiz Moro deixou claro que este argumento não será aceito e a tentativa de ocultação de patrimônio já foi criminalizada.A audiência de ontem foi o último momento do processo. Agora cabe ao juiz Sergio Moro redigir e anunciar seu veredito. Pelo que foi posto neste embate a liberdade de Lula está com os dias contados.","https://afolhabrasil.com.br/politica/veja-o-trecho-que-moro-disse-lula-que-ele-ja-esta-condenado/",
18,"false","pt","webpage","political",2017,"Lula está passando mal e pode ser internado.","Lula está passando mal e pode ser internado. De acordo com relatos dos correligionários mais próximos do ex-presidente Luiz Inácio Lula da Silva, o petista estaria vivenciando uma crise de ansiedade agravada por picos de hipertensão arterial. A defesa estuda a possibilidade de pedir o adiamento da audiência em virtude do mal estar de Lula.Assessores mais próximos ao ex-presidente Lula estão muito preocupados com seu estado de saúde que ainda dentro do jatinho que o conduziu para Curitiba, já demonstrava quadro de aceleração do batimento cardíaco, tontura e náusea. Um exame preliminar diagnosticou que sua pressão arterial alcançou nível alarmante de 17 x 10. A audiência com o juiz federal Sergio Moro está agendada para as 14h. Caso sua crise de ansiedade não seja atenuada por medicamentos ele deverá seguir de UTI aérea para o Hospital Sírio Libanês em São Paulo. O temor de familiares é que este pico em sua pressão arterial desencadeie um Acidente Vascular Cerebral (AVC).","https://afolhabrasil.com.br/politica/lula-esta-passando-mal-e-pode-ser-internado/",
19,"false","pt","webpage","political",2017,"Cartório se recusa a registrar criança com o nome de Lula da Silva","Cartório se recusa a registrar criança com o nome de Lula da Silva. Um casal morador de Vitória, capital do estado do Espírito Santo, foi impedido pelo tabelião de um dos mais tradicionais cartórios do estado a registrar seu filho com o nome do ex-presidente Lula.Um jovem casal onde o marido tem 23 anos e a esposa 19, busca na Justiça o direito de registrar o filho com um nome que homenageia o ex-presidente Luiz Inácio Lula da Silva. Os pais da criança coincidentemente possuem o sobrenome Silva, e desejavam registrar o bebê com o nome Lula da Silva. O tabelião do cartório (que terá seu nome preservado pelo sigilo de Justiça) justificou a negativa afirmando que ?o nome da criança, neste caso, está associado a um personagem da política, isso poderia expor a criança ao bullying e a violências físicas e psicológicas. Segundo o advogado familiar Ricardo Coelho Neves Alcântara, uma lei criada em 1973 prevê que cartorários não possam registrar nomes que exp?em a pessoa ao ridículo. De acordo com ele, o nome Lula da Silva poderia render ao menino um constrangimento enorme caso aconteça a condenação do ex-presidente.A legislação diz, porém, que os pais da criança que se sentirem insatisfeitos com a proibição do nome que eles gostariam de dar podem recorrer da decisão dos cartórios. Um processo administrativo, sem custo algum, pode ser aberto pelos responsáveis pela criança. Após isso, o juiz decide se os nomes podem ser registrados, disse o Dr. Neves Alcântara.Os pais da criança informaram que se for preciso irão até ao Supremo Tribunal Federal para prestar esta homenagem ao maior presidente da história da América Latina. Tá na cara que este tabeliãozinho de merda é um direitista fã de Bolsonaro.Você acredita que Lula da Silva é um nome que traria constrangimentos ao seu filho?","https://afolhabrasil.com.br/politica/cartorio-se-recusa-registrar-crianca-com-o-nome-de-lula-da-silva/",
20,"false","pt","webpage","political",2017,"Médico afirma que Lula esta com síndrome da amnésia e entra com pedido de proteção ao paciente. ","Médico afirma que Lula esta com síndrome da amnésia e entra com pedido de proteção ao paciente. Em uma coletiva exclusiva, o medico de Lula apresentou um laudo que comprova que o ex-presidente está sofrendo de amnésia crônica. O médico afirma que Lula nunca mentiu quando disse que não sabia de nada, pois na verdade por conta da doença ele não sabia mesmo ?ele podia até saber, mas não lembrava?.O médico também explicou que pessoas com o nível em Lula se encontra costuma-se esquecer de dados importantes de sua própria vida, assim como seus próprios familiares.","http://www.thejornalbrasil.com.br/2017/06/medico-afirma-que-lula-esta-com.html",
21,"false","pt","webpage","political",2018,"General Mourão bota pra quebrar e denuncia o Foro de SP.","General Mourão bota pra quebrar e denuncia o Foro de SP.  ""Foi instaurada no país uma ""diplomacia paralela"", o Foro de São Paulo, que vocês conhecem muito bem ... "" disse o General..  Fundado em 1990 por Lula e Fidel Castro (por ideia de Lula, segundo ele mesmo declarou), o Foro de SP é a mais mais vasta organização política que já existiu na América Latina e, sem dúvida, uma das maiores do mundo. Dele participam todos os governantes esquerdistas do continente. Mas não é uma organização de esquerda como outra qualquer. Ele reúne mais de uma centena de partidos políticos e várias organizaç?es criminosas ligadas ao narcotráfico e à indústria dos sequestros, como as Farc e o MIR chileno [...] todas empenhadas numa articulação estratégica comum e na busca de vantagens mútuas.","https://www.diariodobrasil.org/general-mourao-bota-pra-quebrar-e-denuncia-o-foro-de-sp/",
22,"false","pt","webpage","political",2018,"Maldito Foro Privilegiado: A cada 100 aç?es que chegam no Supremo, apenas 1 resulta em condenação. ","Maldito Foro Privilegiado: A cada 100 aç?es que chegam no Supremo, apenas 1 resulta em condenação.  Dados colhidos pela Fundação Getúlio Vargas (RJ) mostram que, em 5 anos, somente 6% das decis?es tomadas no STF prejudicaram os investigados.  A pesquisa também mostrou um dado impressionante: Menos de 1% dos réus (deputados, senadores e ministros) são condenados. No período pesquisado (2011/2016) houve 404 aç?es penais, das quais somente 3 resultaram em condenaç?es. Do total de aç?es, mais de 68,2 % prescreveram ou foram ""transferidas"" para outras instâncias. O número de inquéritos nesse mesmo período chegou a 987 , dos quais 57 se tornaram aç?es e 379 prescreveram. Se o foro privilegiado não for banido do país, continuaremos enxugando gelo.","https://www.diariodobrasil.org/maldito-foro-privilegiado-a-cada-100-acoes-que-chegam-no-supremo-apenas-1-resulta-em-condenacao/",
23,"false","pt","webpage","political",2018,"Justiça Federal de Brasília determina apreensão do passaporte de Lula. ","Justiça Federal de Brasília determina apreensão do passaporte de Lula.  O juiz Ricardo Leite, da 10a Vara Federal de Brasília, acabou de determinar a apreensão do passaporte do ex-presidente Lula.  A decisão foi tomada a pedido do MPF no âmbito da ação penal que investiga Lula por tráfico de influência na compra dos caças da Saab. O petista estava com viagem marcada para a Etiópia e iria embarcar amanhã (25) [...] ele participaria de um evento da FAO contra a fome. Lula está proibido de deixar o Brasil! A informação foi confirmada pela PF, que não deu detalhes se a apreensão deverá ser imediata. Na manhã de ontem (24), o TRF-4 recebeu duas petiç?es formuladas por advogados pedindo para que Lula fosse intimado a entregar o passaporte em 24 horas sob alegação de que ele poderia aproveitar a viagem para empreender uma fuga.","https://www.diariodobrasil.org/urgente-justica-federal-de-brasilia-determina-apreensao-do-passaporte-de-lula/",
24,"false","pt","webpage","tv_celebrities",2018,"Vídeo que mostra promotor prendendo prefeito alcança 20 milh?es de visualizaç?es nas redes sociais.","Vídeo que mostra promotor prendendo prefeito alcança 20 milh?es de visualizaç?es nas redes sociais.  Este episódio ocorreu em 2012, porém a geração ""WhatsApp"" está fazendo o vídeo bombar nas redes.  Um carregamento ilegal de madeira (de propriedade do senhor prefeito da cidade de Iaciara/GO) foi apreendido. Ao saber da apreensão, o prefeito foi até o local onde o caminhão estava e o levou para casa. Ao tomar conhecimento, o Promotor Douglas Chegury foi à prefeitura ""bater um papinho"" com o chefe do executivo local. Após um bate-boca, o prefeito foi preso em flagrante e algemado em praça pública, por desobediência. Veja o que aconteceu :","https://www.diariodobrasil.org/video-que-mostra-promotor-prendendo-prefeito-corrupto-alcanca-20-milhoes-de-visualizacoes-nas-redes/",
25,"false","pt","webpage","political",2018,"Deputados do PT pedirão renúncia coletiva se Lula for preso?.","Deputados do PT pedirão renúncia coletiva se Lula for preso?.  Ainda não sabemos se a notícia é verdadeira, mas bem que poderia ser, não é mesmo?.  Circula pelas redes sociais um texto afirmando que os deputados do PT farão uma renúncia coletiva caso Lula seja preso. A notícia diz o seguinte: ""Infelizmente, a politica parece seguir rumos contrários àquilo que historicamente foi seu mister e alia-se a posiç?es que prop?em mais uma triste ruptura democrática em nosso país. Deputados que somos, manteremos nosso juramento de defender o Estado Democrático de Direito. Os membros do PT pedirão renúncia coletiva caso o ex-Presidente Lula seja preso, conforme decisão tomada após o posicionamento das comiss?es"" Quem sabe o PSDB e o PMDB aproveitam esse embalo!","https://www.diariodobrasil.org/deputados-do-pt-pedirao-renuncia-coletiva-se-lula-for-preso/",
26,"false","pt","webpage","political",2018,"Advogado internacional de Lula (que custou uma fortuna) dorme durante julgamento no TRF-4.","Advogado internacional de Lula (que custou uma fortuna) dorme durante julgamento no TRF-4.  Nana, neném ... que a Cuca vai pegar ... papai foi pra roça ... m amãe foi passear.  O advogado australiano Geoffrey Ronald Robertson é uma estrela no mundo jurídico Para defender Lula na ONU, Robertson já faturou alguns milhares de dólares. Sua empresa fatura algo em torno de 120 milh?es de dólares por ano e seus honorários advocatícios custam a bagatela de 13 mil dólares por dia. Com uma cabeleira impecável e vestindo um terno Armani, o ""adevogado"" compareceu ao julgamento do recurso de Lula no TRF-4. O dr. Geoffrey, após ter recebido mais um saco de dinheiro para acompanhar seu cliente, decidiu dormir durante alguns momentos da sessão. A causa já estava perdida mesmo! Vamos falar a verdade [...] quem não gostaria de ficar rico dormindo?","https://www.diariodobrasil.org/advogado-internacional-de-lula-que-custou-uma-fortuna-dorme-durante-julgamento-no-trf-4/",
27,"false","pt","webpage","political",2018,"Bispo pede oração para Lula: ""Prepare aí seu pão com mortadela ... Aleluia!""","Bispo pede oração para Lula: ""Prepare aí seu pão com mortadela ... Aleluia!"". .  Prepare aí seu pão com mortadela, seu copo de coca-cola e coloque próximo a sua televisão. Vamos orar pela vida do ex-presidente ... aleluia! Meu Pai, arruma uma cela bonita pra ele, com as paredes bonitas ... Ahhh meu Pai, que ele possa ser bem alimentado com arroz, feijão e ovo ... carne não!","https://www.diariodobrasil.org/bispo-viraliza-com-oracao-para-lula-prepare-ai-seu-pao-com-mortadela-e-vamos-orar/",
